RecievedDate,LossDescription,LossLocation,LloydsClaimReference
2018-06-06 01:25:40.000,PUMP FAILURE AT  N-02 POSSIBLE LOPI CLAIM1ST ADVIC,UNKNOWN,07456156P
2018-06-27 01:18:22.200,FIRE CAUSED BY LIGHTNING STRIKE,TEXAS,07479790P
2018-03-04 01:33:53.060,ALLEGED COMPONANT FAILURE,TBA,07017770H
2019-09-19 01:17:24.130,FORTIES PIPELINE SHUTDOWN,IVAR AASEN,08114670N
2017-10-05 01:17:34.917,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07120442P
2017-10-04 01:35:32.230,PARAGON DPDS2 AND DPDS3 - HURRICANE MARIA LLOYDSCA,"EN ROUTE FROM FROM ROOSEVELT ROADS, PUERTO RICO",07118118E
2020-05-22 01:10:37.150,IMPACT DAMAGE,SAXI BATUQUE,08458998R
2018-07-01 01:33:42.500,BLOCK,NULL,07220086A
2020-05-19 01:09:24.900,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07651772A
2018-08-14 01:15:20.287,STUCK DRILL PIPE RESULTING IN SIDE TRACK OPERATION,CHAD,07545658K
2019-03-08 01:49:04.197,COLLISION WITH SUPPLY VESSEL BRAM BUCK,FPSO CAPIXABA,07424892J
2019-04-02 01:39:17.640,SWORDFISH PENETRATED MOORING ROPE,CIDADE DE SAQUAREMA,07459190R
2017-10-06 04:34:15.943,GROUNDING,OFFSHORE PERU,07108996K
2019-11-20 01:20:09.813,FIRE CAUSED BY LIGHTNING STRIKE,TEXAS,07479790P
2017-11-26 01:32:30.027,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07120442P
2018-10-16 01:13:48.680,GAS LIFT COMPRESSOR B TRIPPED,FPSO CAPIXABA,07060860N
2018-09-26 01:31:59.390,LEAK DISCOVERED ON XMAS TREE,OFFSHORE NORWAY,07600968B
2020-05-06 01:07:08.347,DAMAGED SSW BEND STIFFENER - MOORING LINE INSTALLA,"FUTURE AOKA MIZU MOORING LOCATION, OFFSHORE OF SHE",07746810M
2019-04-14 13:37:00.517,DMG TO GAS COMPRESSOR SKARV,SKARV,07888618P
2019-04-25 01:22:59.543,COLLISION DAMAGE TO TERMINAL WHARF AFTER MOORING R,"CRUDE OIL TERMINAL - MADE ISLAND, MYANMAR",07586546J
2019-05-02 01:29:12.280,JACKING SYSTEM FAILURE,CASPIAN JACKUP RIG,07569604W
2018-05-14 01:31:34.510,PIPE LAY OPERATIONS INCIDENT.,VIETNAM,07421296F
2018-08-16 01:14:29.287,"DAMAGE TO THRUSTERS, BOLETTE DOLPHIN              ",NULL,07472052T
2019-10-24 01:11:57.127,EARTHQUAKE PD - FACILITIES BAROID TRINIDAD,TRINIDAD AND TOBAGO,07571480K
2018-04-18 05:57:50.217,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07053000A
2019-12-25 01:13:50.830,VARIOUS LOSSES - ALL RISKS - BORDEREAU FILE 2017,MEXICO,07474416M
2019-12-18 01:06:27.373,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2020-05-05 01:07:57.787,TP VESSEL STRUCK HALFWEG PLATFORM,"DUTCH SECTOR, NORTH SEA",07319220N
2019-02-07 05:37:39.613,EARTHQUAKE PD - FACILITIES BAROID TRINIDAD,TRINIDAD AND TOBAGO,07571480K
2018-11-30 01:31:52.760,POTENTIAL DAMAGE TO PIPELINE DUE TO HEAVY RAIN,TBA,07700072G
2020-05-20 01:51:01.433,FAILURE TO THE XMT ON SKARV B09.,B09 SKARV,07547328C
2018-12-21 01:31:59.220,EXPOSURE OF PIPELINES AT GL 110 + 950 IN RAKHINEST,RAKHINE STATE,07731132J
2018-06-14 01:24:15.673,BLISTERING ON IP FLASH VESSEL,CIDADE DE SAQUAREMA,07467302V
2020-06-03 01:20:30.480,FIRE DAMAGE TO BUILDING PR-108 WITHIN RABIGH REFIN,SAUDI ARABIA,07854966M
2018-12-19 06:04:43.300,PARAGON OFFSHORE - HURRICANE HARVEY,PORT ARANSAS (GULF COPPER YARD),07277842K
2020-02-05 01:13:28.300,BOILER DAMAGE,FPSO NGOMA,08305296Q
2018-05-04 01:23:08.017,DISCHARGE LINE RUPTURE ON CO2 COMPRESSOR.,CIDADE DE SAQUAREMA,07012292J
2020-04-19 02:23:11.883,DAMAGE TO FLARE STRUCTURE,BS-M-9 LAPA,07901210A
2020-01-05 01:24:06.413,"FIRE AND EXPLOSION AT MANGARA SITE, CHAD - DAMAGET",CHAD,07572536C
2019-02-03 01:29:25.520,PUMP FAILURE AT  N-02 POSSIBLE LOPI CLAIMUPDATE AS,UNKNOWN,07456156P
2018-01-11 01:13:05.843,DAMAGE - SAR 202,"SAR 202, SAUDI ARABIA",07259550H
2018-05-03 05:28:50.717,CONTROL OF WELL INCIDENT AT INSURED'S COOPER 2H LO,"USA, TEXAS, KARNES COUNTY",07296648T
2018-10-16 01:13:39.257,GAS LIFT COMPRESSOR B TRIPPED,FPSO CAPIXABA,07012316C
2019-07-12 01:14:29.043,UNCONTROLLED FLOW FROM WELLS 1ST ADVICE AS PERLONG,OFFSHORE THAILAND,08018676C
2019-07-23 01:14:32.403,SIGNIFICANT CORROSION OF PLATFORM XMAS TREES,TBA,07701216C
2019-03-10 01:27:39.023,PUMP FAILURE AT  N-02 POSSIBLE LOPI CLAIMUPDATE AS,UNKNOWN,07456156P
2019-08-14 01:09:43.547,TRINITY TRANSPORTER II LISTING,GUYANA,07348776B
2018-11-30 01:31:30.463,STUCK DRILL PIPE RESULTING IN SIDE TRACK OPERATION,CHAD,07545658K
2019-04-04 01:30:12.263,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07474416M
2019-12-31 01:44:32.657,FAILURE OF XMAS TREES,NORTH SEA,07256646K
2020-03-17 01:13:41.820,WELL B-8 SHUTDOWN.,SKARV FIELD,07304364A
2019-09-26 01:29:38.147,PIPELINE LEAK Q16 TO P18 8,OFFSHORE NETHERLANDS,07423066P
2018-06-25 01:33:04.923,B09 WELL XMAS TREE ISSUE,SKARV,07473598W
2018-03-08 04:18:38.140,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2017-09-24 20:20:30.310,LOWER SECTION OF MAST OF RIG 620 WAS DROPPED FROMT,"WEST TEXAS, USA",07108252G
2017-10-28 01:13:10.263,SCRATCH DAMAGE CAUSED TO THE PIPELINE,"DONGFANG 13-2 PROJECT, SOUTH CHINA SEA",07122468A
2018-04-01 04:22:32.193,CLOSING OF PRODUCTION WELLS AND STOP OPERATIONS AN,VIETNAM,07364232V
2020-02-23 22:06:35.487,INTENSE RAIN OVER THE BASIN OF THE NORTHERN RIVERS,"ARGENTINA, AGUARAGUE",07376124C
2020-01-05 01:22:43.437,BLOCK,NULL,07220086A
2018-09-06 01:19:57.090,LOSS OF WELL INTEGRITY,BANDA 1,07567722E
2020-03-17 01:17:05.947,A FIRE HAS OCCURRED IN THE NATPET PLANT IN YANBU.,SAUDI ARABIA,07801430N
2020-06-03 01:19:44.920,COLLISION DAMAGE TO TERMINAL WHARF AFTER MOORING R,"CRUDE OIL TERMINAL - MADE ISLAND, MYANMAR",07586546J
2018-11-27 01:21:05.607,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07120570C
2019-07-12 01:12:25.527,"DOWNHOLE PROBLEMS WITH WELL N1, SHAW FIELD.","MONTROSE AREA, UK NORTH SEA",07646030K
2018-08-08 01:28:40.513,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07538518V
2019-07-29 04:13:03.827,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07245220C
2018-02-08 05:28:06.210,ON 28 AUGUST 2017 DURING CONSTRUCTION OPERATIONS O,"WINCHELSEA II, UK",07094916G
2018-12-11 01:14:05.110,PD DUE TO FIRE; REINBEAU LEASE WELL PAD,"WEST VIRGINIA, USA",07588084M
2017-12-31 01:18:24.743,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07192926G
2019-12-25 01:13:38.770,PIPELINE LEAK Q16 TO P18 8,OFFSHORE NETHERLANDS,07423066P
2018-02-02 01:20:43.307,OIL SPILL AT INSURED'S PREMISES,TEXAS USA,07288288T
2020-01-29 01:41:59.210,INCIDENT THAT RESULTED IN FIRE ON 2 COMPRESSORSREN,"TEXAS, USA",07470706E
2018-03-28 04:42:34.023,WEST TAURUS BROKE MOORINGS AND STRUCK A THIRD PART,TENERIFE,07360206C
2019-11-14 01:12:08.623,DRILLING WELL INCIDENT,UAE,07741070T
2018-08-08 01:25:42.673,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2020-06-23 01:23:36.417,MODEC MV 27 FLARE TOWER CRACK - LOE -,JAPAN,08368532M
2019-12-11 01:07:28.667,A FIRE HAS OCCURRED IN THE NATPET PLANT IN YANBU.,SAUDI ARABIA,07801430N
2020-05-16 02:25:29.767,DAMAGE TO FUEL GAS COMPRESSOR,LIZA DESTINY (OFFSHORE GUYANA),08449984K
2018-12-20 01:26:48.210,RIVER FLOODED DUE TO HEAVY RAINS NEAR WELL SITE CA,"FRIENDLY, WEST VIRGINIA",07349842M
2019-04-12 01:50:13.527,DMG TO GAS COMPRESSOR SKARV,SKARV,07888618P
2019-10-11 01:10:57.543,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2019-07-15 03:23:06.910,SIGNIFICANT CORROSION OF PLATFORM XMAS TREES,TBA,07701216C
2020-02-12 01:08:42.913,SIGNIFICANT CORROSION OF PLATFORM XMAS TREES,TBA,07701216C
2018-02-13 01:17:43.600,DAMAGE TO THIRD PARTY PUMP WHILST BEING TOWED BY A,CANADA ALBERTA GRAND PRAIRIE,07131576R
2018-04-17 01:23:16.840,LIGHTNING STRIKE TO SWD FACILITY - HOLLAND PORTERS,USA TEXAS COLLEGE STATION,07384822W
2017-10-05 01:36:08.730,SCRATCH DAMAGE CAUSED TO THE PIPELINE,"DONGFANG 13-2 PROJECT, SOUTH CHINA SEA",07122468A
2017-09-21 18:38:34.890,VARIOUS LOCATIONS AND EQUIPMENT DAMAGED DUE TO HUR,USA TEXAS HOUSTON,07089180M
2020-07-15 02:30:34.100,VARIOUS LOSSES - ALL RISKS - BORDEREAU FILE 2017,MEXICO,07538518V
2019-11-21 01:08:10.100,MVA - TRACTOR/CEMENT TRAILER,"YUKON, OKLAHOMA",07768170T
2020-04-09 01:06:16.043,FIRE CAUSED BY LIGHTNING STRIKE,TEXAS,07479790P
2018-03-07 01:29:31.390,AMBERJACK STRUCTURE REPORTING AN OIL SHEEN BELIEVE,TBA,07331920N
2019-03-26 02:11:42.147,INSURED DISCOVERED MISSING ELECTRICAL CABLE THATFE,VERACRUZ,07157764F
2018-07-01 01:34:51.767,"IN RAISING A MAST FOR A FLEX 5, ONE OF THECRANESFA","MIDLAND COUNTY, TEXAS",07346764B
2019-12-24 01:33:20.177,LEAK DISCOVERED ON XMAS TREE,OFFSHORE NORWAY,07600968B
2020-06-23 01:21:51.337,EARTHQUAKE DAMAGE,TBA,07792894B
2018-06-01 01:26:19.587,INTENSE RAIN OVER THE BASIN OF THE NORTHERN RIVERS,"ARGENTINA, AGUARAGUE",07376124C
2019-02-03 01:29:08.847,S/BD SHAFT ALTERNATOR FAILURE,OFFSHORE QATAR,07422958R
2018-06-25 01:33:02.097,VESSEL DAMAGE,TBA,07473504A
2017-12-08 01:19:22.167,BLOCK,NULL,07220086A
2018-02-04 01:17:57.550,FIRE ON BOARD,FPSO CIDADE DE MARICA,07290458V
2019-04-18 01:21:56.883,ELSA ESSBERGER COLLIDED WITH THE HALFWEG PLATFORM,OFFSHORE NETHERLANDS,07896942H
2019-08-22 01:22:54.303,INDIVIDUAL LOSS 180/01/17 FOR MEPAU CARPIPELINE DA,JAPAN,08061936J
2017-10-10 06:17:07.087,CONTACT MADE BY THIRD PARTY TUG AND/OR DRILLSHIP T,USA TEXAS PORT ARANSAS,07100582J
2018-06-06 01:25:22.970,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07454994V
2018-06-25 01:29:19.280,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07097020B
2018-06-25 01:32:20.703,PIPE LAY OPERATIONS INCIDENT.,VIETNAM,07421296F
2018-05-10 02:50:21.617,SIGNIFICANT CORROSION OF PLATFORM XMAS TREES,TBA,07417626C
2019-07-21 01:31:36.877,FIRE ON MOLECULAR SIEVES,FPSO CIDADE DE ILHABELA,07547374Q
2019-07-10 01:17:19.153,PLEASE SEE ATTACHED THE LATEST BORDEREAUX ONCENEGA,MEXICO,07538518V
2019-04-07 01:35:02.460,STRUCK BY PACIFIC VICTORY.,"OFFSHORE MALABO, BIOKO ISLAND, EQUATORIAL GUINEA",07097022T
2019-01-17 01:24:07.860,FIRE CAUSED BY LIGHTNING STRIKE,TEXAS,07479790P
2018-12-26 01:39:02.923,BLOCK ENTRY FOR DOL 26/02/18 JAPAN PAPUA NEWGUINEA,TBA,07583446M
2017-11-20 01:13:44.643,"FIRE DAMAGE TO AST TANKS IN THE AREA OF WOODLAND,C",USA CALIFORNIA WOODLAND,07073538P
2020-07-27 03:51:57.737,HAIL STORM DAMAGE,"CORPORATE OFFICE, TOMBALL, TEXAS",08552548W
2018-05-25 01:24:38.647,FAILURE OF B08 XMAS TREE,NORTH SEA,07439750R
2019-11-07 01:47:15.233,OF THE WELL ABL-24,TBA,08186144R
2019-04-10 04:54:56.527,HEATER FIRE AT ST NW25/36,TEXAS,07475424G
2019-07-12 01:10:49.337,DAMAGE TO SEMI SUB AND TUG BOAT,PORT ARANSAS (GULF COPPER YARD),07277842K
2017-09-27 06:43:46.347,GROUNDING,OFFSHORE PERU,07108996K
2018-05-04 01:23:52.330,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07140714M
2020-07-14 04:41:20.073,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07651772A
2020-03-20 02:22:05.937,BLOCK,NULL,07220086A
2020-03-24 01:12:07.880,ENTRY IRO JAPAN PAPUA NEW GUINEA EARTHQUAKE DOL26/,TBA,07583436Q
2017-09-27 06:43:34.927,FAILURE OF XMAS TREES,NORTH SEA,07045368B
2018-04-19 06:38:01.417,BULK TRACTOR ROLLOVER,"NEAR BRIDGEPORT, WEST VIRGINIA",07389394E
2019-10-16 01:12:26.640,THEFT OF EQUIPMENT FROM SCADA BOOTH,"SERVICE STATION MI-006 LA CANGREJERA, MEXICO",07934444N
2018-04-01 04:22:48.007,FLARE STACK FIRE,USA,07365496N
2019-06-05 01:14:21.793,DAMAGE TO THE FLARE STRUCTURE OF THE MODEC FPSO.,BS-M-9 LAPA,07951392H
2018-06-08 01:27:07.503,THEFT OF RECTIFIER,MICHOACAN,07141318Q
2019-10-18 01:08:17.313,DAMAGED FIELD JOINT - FJ004 ON 16 PLD-LP TO LTM PI,VIETNAM,07630574F
2019-11-15 01:10:21.327,FIRE CAUSED BY LIGHTNING STRIKE,TEXAS,07479790P
2018-01-14 01:12:46.727,WHEN THE INSURED WAS PULLING OUT THE LEGS OF RIG V,OT,07261786P
2017-10-18 01:19:16.697,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07053000A
2018-01-14 01:12:46.447,DURING RECENT STORM BRET THE VESSEL SUSTAINED DAMA,OFFSHORE TRINIDAD GULF OF PARIA,07261748C
2017-11-11 01:12:33.777,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07178164P
2018-12-13 01:13:36.333,LANDSLIDE AT ACCESS ROAD TO SINKONTAI PUMP STATION,SINKONTAI PUMP STATION,07316446W
2017-09-22 19:24:01.313,DAMAGE TO RIG 90 IN TRANSIT UPDATE AND NET RESERVE,EGYPT,07076094H
2019-12-10 01:05:22.673,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2018-11-01 01:28:21.427,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2019-05-22 01:25:05.330,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07538518V
2018-07-13 01:20:35.403,PUMP FAILURE AT  N-02 POSSIBLE LOPI CLAIMUPDATE AS,UNKNOWN,07504768R
2017-12-21 01:18:42.917,DURING A GENERAL MANAGEMENT EVENT THERE WAS A POWE,"TORRE ROUZ, COL. DEL VALLE CENTRO, MEXICO CITY",07237116N
2019-12-19 01:23:50.990,FAILURE OF XMAS TREES,NORTH SEA,07290688V
2019-11-15 01:10:36.000,MOR AX 08 CLUSTER IN WELL SERVICES OPERATIONS IN R,SIIL UPSTREAM FACILITY,07539460V
2020-03-04 01:09:22.303,BOILER DAMAGE,FPSO NGOMA,07614444M
2017-09-23 19:49:37.577,HP3A MOTOR FAILURE,FPSO ASENG,07097016M
2017-10-10 06:17:07.510,CONTACT MADE BY THIRD PARTY TUG AND/OR DRILLSHIP T,USA TEXAS PORT ARANSAS,07100582J
2019-07-15 03:22:23.330,SIGNIFICANT CORROSION OF PLATFORM XMAS TREES,TBA,07417626C
2018-04-15 01:24:14.007,TRINITY TRANSPORTER II LISTING,GUYANA,07348776B
2018-05-03 05:28:57.200,SAIDEWINDER NO.1 TANK BATTERY FLARE SCRUBBER FIRE,"TEXAS, USA",07320096J
2019-03-13 05:45:23.047,INCIDENT THAT RESULTED IN FIRE ON 2 COMPRESSORSREN,"TEXAS, USA",07470706E
2019-11-28 01:13:37.003,FAILURE OF XMAS TREES,NORTH SEA,07290688V
2018-06-20 01:06:48.790,INCIDENT THAT RESULTED IN FIRE ON 2 COMPRESSORSREN,"TEXAS, USA",07470706E
2020-07-24 02:29:35.857,VESSEL-TOP-DRIVE ELECTRIC MOTOR LOST INTRANSIT-TOP,USA,08549690B
2018-01-16 01:19:45.373,OPTICAL CABLE BROKEN IN PIPELINE AT AYEYARMADY RIV,AYEYARMADY RIVER,07264664N
2018-06-25 01:25:59.670,ROLLOVER OF COILED TUBBING UNI,USA TEXAS,07475420R
2018-02-21 01:30:32.223,EXPOSURE OF PIPELINES AT GL 110 + 950 IN RAKHINE S,RAKHINE STATE,07314728W
2020-02-04 01:36:23.583,GAS LIFT COMPRESSOR B TRIPPED,FPSO CAPIXABA,07060860N
2017-11-26 01:32:34.467,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07140714M
2017-11-21 02:21:51.220,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07097020B
2019-07-23 01:14:09.827,BOILER DAMAGE,FPSO NGOMA,07614444M
2020-06-16 01:20:59.843,MODEC MV 27 FLARE TOWER CRACK - PD -,JAPAN,08368530R
2018-11-11 01:23:15.953,CLAIM NOTIFIED IN RESPECT OF DAMAGE TO A HYRAULICL,TBA,07454864P
2018-03-14 05:28:30.490,AMBERJACK STRUCTURE REPORTING AN OIL SHEEN BELIEVE,TBA,07331920N
2020-02-23 22:07:21.907,BLOCK ENTRY FOR DOL 26/02/18 JAPAN PAPUA NEWGUINEA,TBA,07583446M
2019-02-05 01:41:07.953,GROUNDING,OFFSHORE PERU,07108996K
2018-10-17 01:21:52.897,6 SALTWATER TANKS TOOK A DIRECT HIT FROM LIGHTNING,"3707 SAMEDAN ROAD, RATCLIFF CITY, OK 73481",07364284R
2018-11-09 01:17:31.857,WELL DISCOVERED TO BE LEAKING,"PANOLA COUNTY, TEXAS",07668470M
2019-11-12 01:12:04.297,PUMP FAILURE AT  N-02 POSSIBLE LOPI CLAIMUPDATE AS,UNKNOWN,07839812H
2017-10-06 04:34:12.443,DAMAGE DUE TO HURRICANE HARVEY,TBA,07087626G
2019-05-15 01:19:49.470,A FIRE HAS OCCURRED IN THE NATPET PLANT IN YANBU.,SAUDI ARABIA,07801430N
2019-06-16 01:21:50.733,DAMAGE TO THE FLARE STRUCTURE OF THE MODEC FPSO.,BS-M-9 LAPA,07977834M
2018-05-06 01:15:16.940,DURING RECENT STORM BRET THE VESSEL SUSTAINED DAMA,OFFSHORE TRINIDAD GULF OF PARIA,07261748C
2019-04-30 01:28:01.673,INGRESS OF WATER INTO THE STORE ROOM DURING THE PR,QATAR,07460454N
2018-11-13 01:12:55.727,DAMAGE TO RIG 90 IN TRANSIT UPDATE AND NET RESERVE,EGYPT,07076094H
2018-04-01 04:21:45.190,THIS CLAIM IS FOR PARAGON WHERE DRILL SHIPS DPDS2A,PUERTO RICO,07255202V
2019-05-31 01:16:31.993,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2019-09-19 01:17:00.833,INDIVIDUAL LOSS 180/01/17 FOR MEPAU CARPIPELINE DA,JAPAN,08061936J
2019-09-01 01:39:19.293,DAMAGE OF BARGE GUARDS BY WAVES,VIETNAM,08089126J
2018-12-13 01:16:43.927,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07474416M
2018-11-27 01:20:59.497,WELL B-8 SHUTDOWN.,SKARV FIELD,07098986V
2018-12-05 01:14:08.837,ROLLOVER OF COILED TUBBING UNI,USA TEXAS,07475420R
2019-12-05 01:16:26.863,FAILURE OF XMAS TREES,NORTH SEA,07290688V
2017-11-22 01:17:21.833,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07053000A
2019-06-23 01:17:35.487,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07988756M
2018-02-22 01:21:50.343,CROSS FLOW ISSUE AT ELGIN WHP B,"ELGIN FRANKLIN FIELD, EAST OF ABERDEEN",07315220R
2018-12-05 01:13:52.213,LIGHTNING STRIKE TO SWD FACILITY - HOLLAND PORTERS,USA TEXAS COLLEGE STATION,07384822W
2019-01-27 01:58:31.493,DAMAGED FIELD JOINT - FJ004 ON 16 PLD-LP TO LTM PI,VIETNAM,07630574F
2019-03-16 02:04:10.043,PARAGON OFFSHORE - HURRICANE HARVEY,PORT ARANSAS (GULF COPPER YARD),07277842K
2018-06-25 01:32:23.487,RIG 4 - MAST COLLAPS1ST ADVICE OF MAST COLLAPSE ON,SAUDI ARABIA,07425914B
2019-01-20 01:32:37.263,BOILER DAMAGE,FPSO NGOMA,07614444M
2020-06-28 12:18:55.993,DAMAGE TO WHPA RISER.,BRAZIL,08512934B
2018-04-22 01:18:50.443,DURING VOYAGE ONE OF THE THRUSTERS BROKE ITS CHAIN,NORWAY - UK,07318978J
2019-06-11 01:20:00.277,BLOCK,NULL,07220086A
2020-06-23 01:17:15.057,FIRE AND EXPLOSION,MORICHE OILFIELD COLOMBIA,08504790Q
2017-12-08 01:18:57.807,DAMAGE TO 30IN PIPELINE TRANSPORT SYSTEM BELIEVEDT,"PUEBLA, MEXICO",07174414A
2018-06-26 01:23:21.783,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07192926G
2020-02-13 01:19:56.110,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2018-06-08 01:29:15.160,INGRESS OF WATER INTO THE STORE ROOM DURING THE PR,QATAR,07460454N
2019-07-21 01:35:45.037,BLOCK ENTRY,NULL,08030664E
2019-06-12 01:11:35.083,DAMAGE TO GAS TURBINE GENERATOR UNITS.,NULL,07553418V
2018-04-19 06:37:23.837,POWER TURBINE FAILURE,FPSO CIDADE DE PARATY,07318984Q
2018-02-04 01:18:00.300,FAILURE OF XMAS TREES,NORTH SEA,07290688V
2018-03-08 04:18:37.030,WELL B-8 SHUTDOWN.,SKARV FIELD,07181728E
2019-04-30 01:27:56.017,PIPE LAY OPERATIONS INCIDENT.,VIETNAM,07421296F
2018-08-29 01:23:30.467,CLAIM NOTIFIED IN RESPECT OF DAMAGE TO A HYRAULICL,"KAVARNA 2 TIEBACK, BULGARIAN BLACK SEA",07454864P
2018-08-24 01:26:05.157,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07474416M
2019-03-27 06:29:25.510,FAILURE OF B08 XMAS TREE,NORTH SEA,07654444C
2019-06-08 01:27:17.657,PD DUE TO FIRE; REINBEAU LEASE WELL PAD,"WEST VIRGINIA, USA",07588084M
2018-06-25 01:29:30.640,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07120570C
2019-07-25 01:19:58.237,INTENSE RAIN OVER THE BASIN OF THE NORTHERN RIVERS,"ARGENTINA, AGUARAGUE",07376124C
2018-11-30 01:31:28.807,STUCK DRILL PIPE RESULTING IN SIDE TRACK OPERATION,CHAD,07532794F
2020-02-25 01:13:57.857,FAILURE OF B08 XMAS TREE,NORTH SEA,07439750R
2019-03-27 06:27:39.997,FIRE ON BOARD,FPSO CIDADE DE MARICA,07290458V
2018-08-24 01:25:23.220,BOW THRUSTER FAILURE,OFFSHORE BRAZIL,07335840G
2018-12-13 01:13:35.693,EXPOSURE OF PIPELINES AT GL 110 + 950 IN RAKHINE S,RAKHINE STATE,07314698W
2018-06-06 01:25:19.797,CLAIM NOTIFIED IN RESPECT OF DAMAGE TO A HYRAULICL,"KAVARNA 2 TIEBACK, BULGARIAN BLACK SEA",07454864P
2017-12-31 01:18:44.743,BLOCKAGE IN THE BRYNHILD PIPELINE.,NORWEGIAN SECTOR.,07245220C
2019-10-13 06:22:41.667,GAS LIFT COMPRESSOR B TRIPPED,FPSO CAPIXABA,07012316C
2020-04-16 01:11:02.540,ALLEGED POLITICAL VIOLENCE CAUSED DAMAGED TO PIPEL,TURKEY,07776540P
2019-10-29 01:15:39.440,A CRACK WAS DISCOVERED IN THE EMISSION PIPE USED T,"TAMAR PLATFORM,",07140714M
2017-10-29 01:13:12.710,INSURED DISCOVERED MISSING ELECTRICAL CABLE THATFE,VERACRUZ,07157764F
2018-04-13 01:33:26.760,SAIDEWINDER NO.1 TANK BATTERY FLARE SCRUBBER FIRE,"TEXAS, USA",07320096J
2020-05-19 01:08:23.517,DAMAGE TO ROLLS- ROYCE THRUSTERS.,TBA,07454994V
2018-12-26 01:38:36.407,VARIOUS CENAGAS LOSSES TO BE ADVISED UNDER BORDERE,MEXICO,07474416M
2018-08-02 01:26:22.637,HEATER FIRE AT ST NW25/36,TEXAS,07475424G
2020-02-10 02:48:04.110,RIVER FLOODED DUE TO HEAVY RAINS NEAR WELL SITE CA,WEESE,07510184C
2018-10-16 01:16:37.493,JETTY PHYSICAL DAMAGE,"GUAPO, TRINIDAD AND TOBAGO",07628076E
2019-01-27 01:59:42.290,ALLEGED POLITICAL VIOLENCE CAUSED DAMAGED TO PIPEL,TURKEY,07777574H
2018-04-01 04:22:31.787,PERSONNEL EVACUATION ON SELF-ELEVATING FLOATING DR,TBA,07364224T
2019-08-07 01:16:06.093,DAMAGE TO THE SMC ASSETS DUE TO TROPICAL CYCLONE M,"SALALAH, OMAN",07698824W
2018-12-12 01:13:11.657,PD DUE TO FIRE; REINBEAU LEASE WELL PAD,"WEST VIRGINIA, USA",07588084M
2019-06-23 01:13:22.310,TP VESSEL STRUCK HALFWEG PLATFORM,"DUTCH SECTOR, NORTH SEA",07356490H
2020-02-25 01:12:38.967,WELL B-6   HAS BEEN SHUT IN SINCE MAY 2017,"WELL B-6, SAARV",07190550A
2019-03-16 02:06:26.967,"FIRE AND EXPLOSION AT MANGARA SITE, CHAD - DAMAGET",CHAD,07691208G
2018-11-29 01:32:52.267,DAMAGE TO THE SMC ASSETS DUE TO TROPICAL CYCLONE M,"SALALAH, OMAN",07698824W
